Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Close Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-1432,Disaster,09/10/2002,WI,Langlade County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Lincoln County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Marathon County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Polk County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Portage County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Price County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Rusk County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,St. Croix County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Sawyer County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Shawano County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Taylor County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Washburn County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Waupaca County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1432,Disaster,09/10/2002,WI,Wood County,Tornado,"Severe Storms, Tornadoes, and Flooding",09/02/2002,09/06/2002,01/03/2011,Yes,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Fort Berthold Indian Reservation,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Grand Forks County,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Pembina County,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Stutsman County,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Traill County,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
DR-1431,Disaster,09/10/2002,ND,Walsh County,Storm,"Severe Storms, Flooding and Tornadoes",06/08/2002,08/11/2002,06/08/2010,No,No,Yes,Yes
FS-2463,Fire,09/19/2002,CA,Placer County,Fire,Sierra Fire,09/18/2002,09/22/2002,04/03/2007,No,No,Yes,No
FS-2464,Fire,09/24/2002,CA,Los Angeles County,Fire,Williams Fire,09/22/2002,09/29/2002,04/03/2007,No,No,Yes,No
FS-2464,Fire,09/24/2002,CA,San Bernardino County,Fire,Williams Fire,09/22/2002,09/29/2002,04/03/2007,No,No,Yes,No
FS-2465,Fire,09/25/2002,CA,Santa Clara County,Fire,Croy Fire,09/23/2002,10/05/2002,04/03/2007,No,No,Yes,No
FS-2465,Fire,09/25/2002,CA,Santa Cruz County,Fire,Croy Fire,09/23/2002,10/05/2002,04/03/2007,No,No,Yes,No
DR-1433,Disaster,09/25/2002,IN,Bartholomew County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Blackford County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Brown County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Daviess County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Decatur County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Delaware County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Fayette County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Franklin County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Gibson County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Grant County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Greene County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Hamilton County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Hancock County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Hendricks County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Henry County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Jay County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Johnson County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Knox County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Lawrence County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Madison County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Marion County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Monroe County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Morgan County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Owen County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Pike County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Posey County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Randolph County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Rush County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Shelby County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Sullivan County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Tipton County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1433,Disaster,09/25/2002,IN,Vanderburgh County,Storm,Severe Storms and Tornadoes,09/20/2002,09/20/2002,05/02/2011,Yes,No,Yes,Yes
DR-1434,Disaster,09/26/2002,TX,Brazoria County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Frio County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Galveston County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Jim Wells County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,La Salle County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Live Oak County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Matagorda County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Nueces County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,San Patricio County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Webb County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1434,Disaster,09/26/2002,TX,Wharton County,Storm,Tropical Storm Fay,09/06/2002,09/30/2002,08/14/2009,Yes,No,No,Yes
DR-1435,Disaster,09/27/2002,LA,Assumption Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,East Baton Rouge Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Iberia Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Jefferson Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Lafourche Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Livingston Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Orleans Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Plaquemines Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. Bernard Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. Charles Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. James Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. John the Baptist Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. Mary Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,St. Tammany Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Tangipahoa Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1435,Disaster,09/27/2002,LA,Terrebonne Parish,Hurricane,Tropical Storm Isidore,09/21/2002,10/01/2002,09/30/2015,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Amite County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Copiah County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,George County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Greene County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Hancock County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Harrison County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Jackson County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Lincoln County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Pearl River County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Pike County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1436,Disaster,10/01/2002,MS,Stone County,Hurricane,Tropical Storm Isidore,09/23/2002,10/06/2002,11/13/2013,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Acadia Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Allen Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Ascension Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Assumption Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Avoyelles Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Beauregard Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Calcasieu Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Caldwell Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Cameron Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Catahoula Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,East Baton Rouge Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,East Feliciana Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Evangeline Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Grant Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Iberia Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Iberville Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Jefferson Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Jefferson Davis Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Lafayette Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Lafourche Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,La Salle Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Livingston Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Natchitoches Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Orleans Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Ouachita Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Plaquemines Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Pointe Coupee Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Rapides Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Bernard Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Charles Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Helena Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. James Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. John the Baptist Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Landry Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Martin Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Mary Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,St. Tammany Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Tangipahoa Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Terrebonne Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Vermilion Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Vernon Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,Washington Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,West Baton Rouge Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1437,Disaster,10/03/2002,LA,West Feliciana Parish,Hurricane,Hurricane Lili,10/01/2002,10/16/2002,09/30/2015,Yes,No,Yes,Yes
DR-1438,Disaster,10/09/2002,AL,Baldwin County,Hurricane,Tropical Storm Isidore,09/23/2002,10/01/2002,09/23/2010,No,No,Yes,Yes
DR-1438,Disaster,10/09/2002,AL,Mobile County,Hurricane,Tropical Storm Isidore,09/23/2002,10/01/2002,09/23/2010,No,No,Yes,Yes
DR-1439,Disaster,11/05/2002,TX,Aransas County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Brazoria County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Cameron County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Fort Bend County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Hardin County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Harris County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Hidalgo County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Jasper County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Jefferson County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Jim Wells County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Kleberg County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Liberty County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Montgomery County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Nueces County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Orange County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,San Jacinto County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,San Patricio County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1439,Disaster,11/05/2002,TX,Walker County,Storm,"Severe Storms, Tornadoes, and Flooding",10/24/2002,11/15/2002,03/26/2013,Yes,Yes,No,Yes
DR-1440,Disaster,11/08/2002,AK,Denali Borough,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1440,Disaster,11/08/2002,AK,Fairbanks North Star Borough,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1440,Disaster,11/08/2002,AK,Matanuska-Susitna Borough,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1440,Disaster,11/08/2002,AK,Southeast Fairbanks Census Area,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1440,Disaster,11/08/2002,AK,Valdez-Cordova Census Area,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1440,Disaster,11/08/2002,AK,Yukon-Koyukuk Census Area,Earthquake,Earthquake,11/03/2002,11/10/2002,09/30/2013,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Anderson County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Bedford County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Bledsoe County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Carroll County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Coffee County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
DR-1441,Disaster,11/13/2002,TN,Crockett County,Storm,Severe Storms and Tornados,11/09/2002,11/12/2002,,Yes,Yes,Yes,Yes
